question_id,step_idx,token_id,token_text,label,n_heads,r_img,r_full,delta_img,delta_full
230008,6,12139,officer,grounded,90,0.6201450530902147,0.2956610766873836,0.30925078846400983,0.03897222505953065
230008,11,23090,cycle,grounded,90,0.7125899801635265,0.33251020901205475,0.4173835813812488,0.0421487533772559
230008,23,12139,officer,grounded,90,0.8304668107118675,0.43819797503862107,0.6304973723896996,0.08597081639259242
230008,39,1559,car,grounded,90,0.7577672862291539,0.389813704839913,0.5064331282199319,0.07672803323237593
230008,48,23090,cycle,grounded,90,0.9035755240454548,0.47186927069704904,0.7927253751328666,0.1193905164411591
230008,52,1559,car,grounded,90,0.83558549019823,0.4656052734046309,0.6553435141656057,0.11738580761228569
230008,67,2305,people,grounded,90,0.8913462747918989,0.49918295544043356,0.7309539205798425,0.12749625167094067
230008,77,23090,cycle,grounded,90,0.9154978482088012,0.5057344631026961,0.82542176614889,0.12894534666622487
230008,81,2022,person,grounded,90,0.9566623207010568,0.5931079994180958,0.9385410001788177,0.20510525959743203
230008,86,1559,car,grounded,90,0.9333301040055414,0.5699420972853062,0.867906430068992,0.18595868242696562
230008,90,23156,bag,hallucinated,90,0.9037652666488695,0.45637497046889575,0.7740187933787058,0.10052967992036164
230008,98,2022,person,grounded,90,0.9639777900409935,0.5592446979936525,0.9523868147691072,0.19966970643869233
230008,103,23090,cycle,grounded,90,0.9446923349418526,0.5508310576304003,0.894117569760492,0.15846782575724516
519055,14,767,man,grounded,90,0.702999931736206,0.36029382664840737,0.4265487138538297,0.03908427248160596
519055,42,345,ve,grounded,90,0.8413393923922073,0.5000089128154409,0.6342239259176778,0.12779185243853633
519055,52,8287,ball,grounded,90,0.8150068297392413,0.44469248151866814,0.6133713243639212,0.10399262121099709
519055,61,2305,people,grounded,90,0.876519687448967,0.4528524827192331,0.6934526128150215,0.0916082735722352
519055,87,7121,airs,grounded,90,0.8278591796589042,0.4353321225264718,0.6439895904904097,0.09397379195629535
519055,99,10769,players,grounded,90,0.9350266498315962,0.49764041018336475,0.8628512822187611,0.13180096334140765
519055,116,18647,cars,grounded,90,0.8438263428422014,0.4433852527293957,0.647124131113032,0.09823391909439685
527447,8,2305,people,grounded,90,0.6160196110256327,0.28152881340496394,0.2749771219731419,0.03081921922458915
527447,9,14993,ski,grounded,90,0.5558421215173667,0.17539958971515981,0.18347323475492763,0.005952523983416986
527447,22,2305,people,grounded,90,0.8597726685339196,0.4491621102849041,0.6453806153406133,0.09967356519738099
527447,52,275,is,grounded,90,0.8819055841686148,0.42271369755557964,0.7269855690953316,0.09775266159656006
527447,66,14993,ski,grounded,90,0.8933937237261895,0.4141282182028785,0.7521948408952609,0.07933971008974587
527447,114,14993,ski,grounded,90,0.9058092446486953,0.48565187285083256,0.8085997456480908,0.10867984432616995
153976,9,1757,men,grounded,90,0.6403708630294881,0.28442411873355977,0.30118237198733033,0.029056230585042607
153976,13,3377,board,grounded,90,0.6811854454454702,0.2677804973280601,0.33537398994873324,0.016893751864690807
153976,27,3377,board,grounded,90,0.8138483211978778,0.34257782473752857,0.5286091732398948,0.032932621183087075
153976,41,3377,board,grounded,90,0.8202206307648402,0.48783738823459866,0.640493818238178,0.11729984133888911
153976,46,1559,car,grounded,90,0.808558739035348,0.4529517624649451,0.5912113230609785,0.08235593155722047
153976,53,3377,board,grounded,90,0.9083989429703203,0.4166624145007167,0.7852081276563871,0.06004276479777046
153976,83,18647,cars,grounded,90,0.9042565749706536,0.5243564281547779,0.7869771146745497,0.13603886474046947
153976,106,24691,boards,grounded,90,0.9259671058527427,0.5121019712359578,0.8499166970722167,0.12444907809284757
326317,11,11134,meter,grounded,90,0.6642867387801513,0.32845498193835954,0.3716525558662345,0.045393518554262206
326317,24,2841,cle,grounded,90,0.7367971975162378,0.39748714811921626,0.5096139180500936,0.0791896899136678
326317,33,11134,meter,grounded,90,0.8570902616927877,0.503736002560475,0.7033807939668008,0.133270036609468
326317,37,1559,car,grounded,90,0.7962583807111229,0.44565272252957044,0.5737642478406291,0.09740717817005606
326317,47,18647,cars,grounded,90,0.8806825585551378,0.49974578418191384,0.7216491730768421,0.12194322883132588
326317,56,1559,car,grounded,90,0.882499664342395,0.5029041545641609,0.7301143503415304,0.12417574518416978
326317,63,1559,car,grounded,90,0.9223012341631679,0.5635086457746321,0.8460550827916555,0.18015221616699392
326317,84,2305,people,grounded,90,0.878611317864664,0.4934253716663399,0.7274068404966995,0.1309837268478491
326317,93,2022,person,grounded,90,0.9379188492894054,0.5542459785121733,0.8791369085328258,0.1801366608469004
326317,111,2707,uck,grounded,90,0.8375207719586931,0.4761731841865628,0.6899098225575322,0.12341320154322949
245447,9,2305,people,grounded,90,0.577113519634478,0.2594079247695925,0.24782523125990283,0.026634334413429932
245447,15,1591,table,grounded,90,0.695294226910937,0.3581994410148945,0.38923404980226434,0.05794477104395133
245447,26,2873,ones,grounded,90,0.7783570543019792,0.43056838139281656,0.5285478318056911,0.08075448950290716
245447,31,2305,people,grounded,90,0.8256490346713529,0.4486147114050218,0.5957071106415234,0.11051885661247703
245447,38,5866,women,grounded,90,0.7870075300580612,0.4199680674446328,0.552372844508165,0.06815239126370141
245447,45,1591,table,grounded,90,0.8715081952564279,0.43516946059188755,0.6648640167458951,0.06886248666457473
245447,48,1757,men,grounded,90,0.8625423226255552,0.4663731445948614,0.6879534007889643,0.08701415361812069
245447,65,1591,table,grounded,90,0.857334110552332,0.4408539907363542,0.6618049369239695,0.07667491678134616
245447,69,18002,cup,grounded,90,0.7961863907947107,0.443373723024529,0.5921713297894183,0.11159252777297989
245447,73,280,le,hallucinated,90,0.8508501966082668,0.49771226714337735,0.6823313673517863,0.13648637222990884
245447,77,12580,bow,hallucinated,90,0.7498936380445811,0.3081648771369915,0.47077950502586613,0.03493208897716479
245447,82,9008,phone,grounded,90,0.8467625079014173,0.46388699830673724,0.6439908020381542,0.10993141721849006
245447,88,1591,table,grounded,90,0.9108915293265568,0.4996997290651913,0.7932722095378482,0.10323064971039965
245447,96,2305,people,grounded,90,0.9331125613178668,0.50953436903058,0.8571062040073474,0.15475409794159237
359239,8,24990,izza,grounded,90,0.6256595580348716,0.2798278066712472,0.2861683416295468,0.030785407855347394
359239,31,24990,izza,grounded,90,0.8101102634367184,0.46038449133830955,0.6133021912789651,0.11514607191065601
359239,38,1591,table,grounded,90,0.7887072257768982,0.40209181144035655,0.5587445031827886,0.06362136918999
359239,43,27350,fork,grounded,90,0.7081568979930527,0.3291074169910504,0.444082396274714,0.04727991983476864
359239,47,1607,ife,grounded,90,0.8208834465714966,0.4825673247604026,0.6322388220710964,0.15833815062471437
359239,61,12917,glass,grounded,90,0.8354571008879503,0.49327904848200294,0.6394146230362157,0.1337234508334705
359239,71,1591,table,grounded,90,0.8942560061343174,0.4743956517832297,0.7542735127542318,0.09201448280387436
359239,74,1591,table,grounded,90,0.846029296194608,0.469275825384572,0.6559475670093825,0.11898657288676878
325992,6,29895,k,grounded,90,0.6559032989591655,0.3074235308203388,0.3309952670490738,0.04286572990526853
325992,9,19022,laptop,grounded,90,0.6671624106747329,0.3242036560731474,0.35898391253572925,0.05341037233201496
325992,18,19022,laptop,grounded,90,0.7697618920261418,0.4349138004712679,0.5565368782929113,0.11693029356354724
325992,40,29895,k,grounded,90,0.8252301601621416,0.4437991326210238,0.6077164664075928,0.08159592477369752
325992,53,9008,phone,grounded,90,0.8371166464479746,0.45825898161464895,0.6472960514344612,0.1228512950145331
325992,56,9495,mouse,hallucinated,90,0.8325190296007853,0.38431617637638105,0.6093452680828936,0.06282229995078387
325992,61,280,le,grounded,90,0.8716539819156494,0.5049981430776183,0.7206961285755995,0.13188887565715482
325992,70,19022,laptop,grounded,90,0.8884122136420355,0.4718281369854074,0.7305228154785903,0.10597976480344096
325992,76,24691,boards,hallucinated,90,0.8964239839415953,0.46637620107542876,0.7668846452732132,0.09988732187433882
325992,80,29895,k,grounded,90,0.9370217333595883,0.5238486758535833,0.8683155065739244,0.13775499905806246
325992,87,19022,laptop,grounded,90,0.9367950574644053,0.48154404328340666,0.8755318614962235,0.11591089023956111
325992,95,5648,TV,grounded,90,0.7852099295776345,0.391266978830903,0.5848710683605803,0.0661366397603182
325992,104,3143,book,grounded,90,0.8650616676440179,0.45299835172617214,0.6971975735866537,0.10832327364711211
325992,112,29895,k,grounded,90,0.9493919454475422,0.5262748334976488,0.9044553039934861,0.1451844124997559
378098,28,5079,oli,grounded,90,0.7981459177920196,0.4866897621509379,0.6071328425833934,0.13892253130764523
378098,36,1559,car,hallucinated,90,0.7556398458632576,0.37944496095924424,0.4714951088931046,0.07545784184205001
378098,38,1372,ts,grounded,90,0.8798204557470658,0.5504020485945771,0.7341773099371299,0.20967985257837565
378098,80,1591,table,grounded,90,0.839605804699389,0.4317836460281652,0.6438403819964218,0.06397875137672115
74617,10,12544,boys,grounded,90,0.7043842656403844,0.35335661146927116,0.38437040359922603,0.039127023045447164
74617,18,8023,boy,grounded,90,0.7617511730296266,0.4045701043210481,0.5159250304091141,0.06112625307302734
74617,27,3522,cket,grounded,90,0.7788506916779251,0.44735959624690325,0.5603072986057936,0.11595609817293083
74617,32,8287,ball,grounded,90,0.7653036591237209,0.3943312876462407,0.5209232939568159,0.09183221682166388
74617,41,8023,boy,grounded,90,0.8701043762631654,0.4784607627502655,0.707812392423554,0.09437871285575697
74617,63,26563,balls,grounded,90,0.8613982478659618,0.4454656955199239,0.6725439729485531,0.07937663194443634
74617,72,12544,boys,grounded,90,0.929519893318428,0.5187470170884888,0.8642166420190276,0.15277269380202477
74617,84,9737,ckets,grounded,90,0.9266668248833404,0.5202454349264283,0.8476403203101558,0.14167279218188805
74617,92,3522,cket,grounded,90,0.9458903895302953,0.5755426566564518,0.8984007277463393,0.2083531442515384
74617,97,8023,boy,grounded,90,0.9520924156158563,0.5782398303101873,0.9242541806531666,0.21909360540519301
74617,102,8287,ball,grounded,90,0.9448413245661679,0.5151096747937397,0.911013180209174,0.16428571609898135
74617,107,3522,cket,grounded,90,0.9582006753501608,0.6293560985170502,0.9356703068012605,0.239449716126973
209782,5,767,man,grounded,90,0.559109110210101,0.24904605820216547,0.2397648587198679,0.015967830572039356
209782,11,305,ch,grounded,90,0.7074166458972293,0.3777777042851844,0.45729879746862984,0.07369291439049949
209782,37,2022,person,grounded,90,0.7610362928007509,0.38219207502617947,0.4852366318376105,0.049810823169674015
209782,43,305,ch,grounded,90,0.821051917791851,0.4719940504313138,0.642141559120016,0.08675319671636016
209782,49,2022,person,grounded,90,0.8119348239162051,0.44003211756129973,0.5960859202681118,0.11721864499717267
209782,63,18647,cars,grounded,90,0.8064277703739503,0.4157345336698485,0.5648518039174899,0.08854701547050758
209782,72,1559,car,grounded,90,0.8783300665096103,0.5222277819954452,0.7193160122594058,0.14364111662132106
209782,90,1559,car,grounded,90,0.9418256031124197,0.6108794461663379,0.8705308764445727,0.2505258915809466
209782,96,23156,bag,grounded,90,0.8273598994672073,0.41938244971323824,0.6162295513412862,0.0776960327103429
209782,104,767,man,grounded,90,0.9159277732980318,0.5171907388878785,0.8230999218418985,0.1776528052452434
209782,109,305,ch,grounded,90,0.9413095765985217,0.5742882299899741,0.9003792062686058,0.21334420776300458
209782,114,280,le,grounded,90,0.8908948441475215,0.5340318993094957,0.7737255677233557,0.17833263716716394
438024,14,25462,boats,grounded,90,0.7223335241604407,0.3373434185750145,0.42794935305197807,0.03959767965596378
438024,26,25462,boats,grounded,90,0.8528183050395656,0.4694669607700358,0.6599914062788476,0.11959778488778071
438024,45,25462,boats,grounded,90,0.8639363444450292,0.46949913827182876,0.715754744648321,0.11995843465855868
438024,69,25462,boats,grounded,90,0.910282175020939,0.46532384301920465,0.7934305977384744,0.108876599489503
438024,76,7799,cles,grounded,90,0.9047133191363321,0.5590553670215035,0.803102064486456,0.16341288862393874
438024,100,2022,person,hallucinated,90,0.9073416090307271,0.47346049797643885,0.7806446564748313,0.10377826990163122
438024,124,25462,boats,grounded,90,0.9557862208043324,0.5331849864366164,0.9380979825217081,0.15436368996947536
320180,5,6114,woman,grounded,90,0.5554932292562049,0.2492245147806932,0.2379236567780082,0.017106543636532637
320180,9,6592,bed,hallucinated,90,0.6753018658709654,0.33874951565687794,0.37914339912314465,0.0538898746456524
320180,21,19022,laptop,grounded,90,0.7268535670573242,0.3757171305292261,0.4410046003097529,0.0736207522411009
320180,38,19022,laptop,grounded,90,0.8464290642236035,0.5126829662926591,0.6466339370930394,0.19676652268756645
320180,46,6114,woman,grounded,90,0.8580941584636643,0.4756301912079026,0.6668001073705179,0.11939392782296389
320180,59,2022,person,grounded,90,0.7990824509213809,0.4413372573807984,0.5821611483174247,0.07994351685993821
320180,75,11774,chair,hallucinated,90,0.8220419650955634,0.4278231398843157,0.6095255910465214,0.07791523283507402
320180,85,12006,clock,hallucinated,90,0.8644206795065096,0.44260440683844476,0.6830257259795629,0.10137524990592438
320180,93,6592,bed,hallucinated,90,0.9099654973313487,0.4501311360627222,0.80795760191322,0.08487808775545984
320180,101,3222,ouch,grounded,90,0.9022364549219036,0.5299440838256563,0.7855512751407011,0.14600548522826143
378096,5,767,man,grounded,90,0.5460894869031174,0.24224200678936536,0.23195328587601705,0.018642620447293392
378096,8,6114,woman,grounded,90,0.6635348487222248,0.32091730777188754,0.35236452287037157,0.04309479408503063
378096,15,1591,table,grounded,90,0.7191793078858555,0.3642817320827313,0.43284850069234065,0.05675085314155506
378096,27,767,man,grounded,90,0.7586331064929096,0.40831330247235925,0.5030500615293618,0.07412980552075529
378096,38,6114,woman,grounded,90,0.811680935805164,0.44389055704507413,0.596340111361016,0.09015671501631914
378096,63,1591,table,grounded,90,0.8349999900241184,0.4043787637165155,0.6060649586233715,0.07197670111959655
378096,69,12917,glass,grounded,90,0.7726379894173929,0.3538457498478446,0.5101031564305509,0.05574578933495369
378096,76,767,man,grounded,90,0.8876249807440074,0.45938773014562606,0.7466050085450614,0.09212576594035292
378096,82,6114,woman,grounded,90,0.9270647820959868,0.5151939451221461,0.8492304031065141,0.12800110356786992
378096,89,6926,akes,grounded,90,0.8932966380533393,0.5110000421030194,0.7446968609094904,0.13899325470483243
378096,93,1591,table,grounded,90,0.9293562236855266,0.5255746185503988,0.8604686734971654,0.1371012799531106
378096,100,6114,woman,grounded,90,0.9247625935017538,0.4937948005296925,0.8305322379378979,0.10831970654718276
378096,108,767,man,grounded,90,0.9213785513341697,0.5318221670924791,0.8237653280983686,0.136131705035003
378096,111,27350,fork,grounded,90,0.8970799347160158,0.4370129736800656,0.7615587576830396,0.09170922096676257
378096,118,1296,ake,grounded,90,0.9370215027695226,0.5570415894106434,0.8629908640826942,0.21142764050406296
378096,123,6114,woman,grounded,90,0.9389283430257779,0.5454381494109959,0.878629370435681,0.14896741494567048
356424,5,767,man,grounded,90,0.5794670362172297,0.2656581668632354,0.24511323450843348,0.018985462102281667
356424,11,1591,table,grounded,90,0.6954289170474326,0.3566790829906145,0.3746860520399427,0.04928970405940892
356424,40,1591,table,grounded,90,0.7863817875552966,0.40007308039054756,0.5165860307471963,0.0667570979127771
356424,54,18002,cup,grounded,90,0.7542628130829558,0.4089640975347225,0.5255260969400896,0.08693889699763006
356424,71,2305,people,grounded,90,0.8403977393188455,0.4475324957409536,0.6031699938160534,0.0932287326964644
356424,78,2022,person,grounded,90,0.8532186512287426,0.4835904274126106,0.6678556745231835,0.11776755647259472
356424,83,767,man,grounded,90,0.8920673884647947,0.479551409351472,0.7626424860521914,0.0959157509775577
356424,86,2022,person,grounded,90,0.89111974026044,0.5569940882883914,0.7531234421481358,0.18150032671697403
356424,92,11774,chair,grounded,90,0.8535463789443845,0.4174638323038699,0.6341422302494846,0.06663402501636011
356424,97,1591,table,grounded,90,0.9094413074332521,0.47897778198238034,0.805686205095458,0.11221174257152708
356424,101,1559,car,grounded,90,0.7834778188144024,0.38619118548264814,0.5376984785165349,0.07610012868696507
356424,116,8024,plant,hallucinated,90,0.914106251693565,0.5366602623238365,0.8016378796368597,0.1515321854865898
356424,119,12006,clock,hallucinated,90,0.8881440465444987,0.47347978035756383,0.7320456735480018,0.10979718402336108
206218,13,19022,laptop,grounded,90,0.6916666429003367,0.35285430868374335,0.3727466097519442,0.05622040462677578
206218,22,19022,laptop,grounded,90,0.8250427486808504,0.4974383293928827,0.6030746788411846,0.17997315796121163
206218,72,1591,table,grounded,90,0.7828502668269228,0.44312246351985396,0.5933142449402274,0.09344796692661134
206218,75,11774,chair,hallucinated,90,0.8965481016435777,0.5049583040759212,0.752178613321969,0.1426361473433868
206218,86,4058,pack,hallucinated,90,0.7804265649459308,0.35385776024959686,0.488770725057257,0.04759853807754041
206218,93,1591,table,grounded,90,0.9362132589111675,0.5474831395010258,0.8784183229623829,0.1733892383492584
206218,101,2022,person,hallucinated,90,0.8833593915555078,0.46624708129446396,0.7118392491352141,0.08673472565260763
225225,5,7945,train,grounded,90,0.5563651444164601,0.2377982546075819,0.24927871925283082,0.01872304405807905
225225,9,22983,trains,grounded,90,0.7010791206173618,0.3561283069267103,0.41544021160762995,0.04333547100092163
225225,20,22983,trains,grounded,90,0.8209141764306358,0.4684013849673599,0.6207042202700979,0.11283277485879438
225225,38,22983,trains,grounded,90,0.8556937841560369,0.4976229324181716,0.6955653760367007,0.16008897010584594
225225,49,7945,train,grounded,90,0.8697444263142643,0.5346543822233434,0.7035070488806525,0.17560742883900624
225225,61,7945,train,grounded,90,0.9236340227729102,0.606624690241066,0.8313192717076875,0.2333261933345471
